id,price
89224365f8,384898.0
363731333f,232039.0
6e6283378a,487262.0
4c29a27f44,1062310.0
7b16cf224b,460645.0
c0c699ebcc,308168.0
d36b41a815,179331.0
9be92984b9,605420.0
f774771058,278953.0
0c4add382a,2043609.0
8d6b937f00,259753.0
eb15c43587,650590.0
b3bffc4413,712755.0
edf9c48708,409322.0
50a0189faf,253724.0
de4b79dead,230540.0
152f94bd3b,710541.0
b7736872b6,783666.0
db0b5c7a47,818674.0
a8dd281b11,269986.0
281151242b,641779.0
2db79d7c7c,225620.0
fe82d83b82,1063214.0
d7db923b3c,228380.0
bc9bd0ab2b,343424.0
7ca2b5fb45,475098.0
191c9ed2b9,274957.0
38de2dc1a8,252907.0
55f24b8f6c,2088306.0
38e7d3b079,246585.0
53bd232479,1026354.0
b579f925a4,588480.0
92cc3536ed,1423519.0
396f8c27da,575574.0
b6c02471bc,249184.0
31131a56a0,209263.0
ac739b93d5,188884.0
1c84ae825b,236142.0
236c77bef3,1374464.0
b94781bf65,320519.0
ee0f074d18,319490.0
491209a97a,807282.0
6838647e07,298502.0
a8ce91143d,240196.0
97b93cb9da,394262.0
27d4c81c61,519849.0
a6afcab962,193337.0
9155022909,396710.0
d18c0d9701,185980.0
ea4fcf21b2,332641.0
f84a19b7f0,524375.0
557181a32f,787469.0
04a7335370,227767.0
a8f690dd33,389414.0
3c87bab291,362781.0
4db9e2e999,371225.0
14dd393119,445638.0
f397d1c3b5,156690.0
416abf241b,532225.0
cd7b9e6892,234729.0
1bbdeca9cc,355281.0
28d30af69a,398914.0
7081ae7078,334534.0
dee4cf0f73,3413512.0
15eef1b505,423579.0
acb50155fd,235366.0
2989f6a68f,773716.0
8c918e75e8,1948493.0
0eb180afce,526441.0
dc7117940f,156333.0
5910aa1a2d,931524.0
f86d1b5388,3937796.0
4c85b0d740,281899.0
ff0092b0c1,286985.0
10d4de0e3e,269799.0
e41469f158,440504.0
d462677f58,348624.0
205cf47efe,814670.0
949ad84b01,417382.0
17cad21fb5,705490.0
0ae1dec453,214931.0
137d164658,1033801.0
5c6da2065f,1320717.0
bd033b0ec3,358681.0
3436eeafc5,372721.0
93c1417483,941819.0
dfb1e61375,277483.0
a62f4d13fc,449398.0
e3d7f24801,814499.0
ae76df42b2,513234.0
b9c8a85608,465049.0
75f38e54ec,264872.0
563b7c6a40,710381.0
cb571ac25e,193937.0
2a666915d8,524544.0
4fb8049c7d,351970.0
c544a227e0,213165.0
a46066f9f8,437608.0
bfe043389e,487518.0
3bd565b61e,514072.0
c5e1be1f7d,408940.0
faa8c88b65,253639.0
a3ac65d1ca,721844.0
ce705fc4c7,578374.0
1ac15cc6fa,833502.0
b54552d300,385925.0
e00f04559d,172450.0
773eb2f828,463576.0
cb901c7b32,251299.0
d5313e55e2,1624031.0
291b9ec5e3,408375.0
8455444608,408510.0
926ade7128,535490.0
8e46a4196e,395384.0
0eb1822417,375740.0
60e46bc58b,500615.0
1bdeeb0ec4,571620.0
4e8d7af890,580374.0
cbbb0ff025,198701.0
860eb7f67d,1549700.0
f8dfd04d88,562139.0
1bde382dd1,200620.0
b96c08d8b1,610258.0
ecf051494f,284033.0
d0df26e835,254943.0
a0ba6b45ee,840689.0
d702ec434a,535247.0
bdb463aa31,410932.0
c25ceedd19,1007465.0
6e238ffdba,283416.0
451c6b060b,217144.0
3ba0746828,4879780.0
2e38c4dab7,706571.0
623871f040,307873.0
0a2024537c,896392.0
e45da38646,579156.0
ce510197cc,1285209.0
f08586e82b,230935.0
77bcc040f0,161219.0
e93a57cecd,395678.0
2425392c5c,377669.0
bac1f45cbb,1317607.0
784295b487,346460.0
a8772ea1a1,942640.0
78a67ef917,1261349.0
e34e635c7f,686090.0
5f0b4a4b5e,161154.0
53d5ff6a62,604048.0
3392cf25c6,201521.0
84e064e108,171703.0
4039d69c01,329213.0
44acada236,1183792.0
723ad7e454,861157.0
82beef8681,1349637.0
47fd40b919,208547.0
c0ac922dfc,893946.0
12260320d3,648716.0
ec45577ef5,277294.0
8cef4ea5bc,373613.0
a5880df625,298644.0
6044ce502b,549167.0
51e953c72f,264081.0
193272c882,182954.0
0f91c2363a,1405123.0
18a203f9be,360616.0
7ddaede67f,323730.0
ec4bebccfe,220838.0
a54cfba9c3,300302.0
91bdda9c69,255479.0
230057b815,383368.0
19410b99bc,235353.0
fd6be43598,2313517.0
9e01a0f264,680560.0
159b4e3bd2,465742.0
9fc8625a93,315596.0
9e7b5c272d,518866.0
d8c780c37d,696923.0
8ba291bc1b,803767.0
6e2c8a853b,1388931.0
cdaea5e849,471846.0
63fe80f44d,781930.0
9b66a5ac18,269131.0
3c8ff6a4dd,248328.0
5e4c8a7a22,510161.0
27cac6af34,468998.0
b5a5b30559,157642.0
a2cbbfda38,421726.0
f56a988f59,139480.0
4268ddb08f,237142.0
83b75f343c,240845.0
d03e0d76cb,601183.0
09e60e272f,743678.0
73b95cc30a,227576.0
d3df8a6504,457183.0
c5581bd15f,453723.0
d6d2c63770,2007838.0
70969d0f20,743211.0
417e7456ac,692413.0
6d60acf55c,483638.0
4974831849,449809.0
6c412515c0,284925.0
f55429a924,378507.0
93eee281aa,999306.0
c7d24b06e1,1229836.0
a890748b1a,563541.0
8285c16112,1547313.0
c5f2ddf415,184967.0
44a23f8577,251120.0
be91d3568c,658832.0
7ba5d2cb07,283641.0
4577ecd5ac,512472.0
d25e45c432,1482532.0
1146ffc8b2,1362124.0
0399c810c9,1107012.0
58662d13e3,1809304.0
78e72208a8,317438.0
2ea54f266e,322328.0
52db26fdb7,345424.0
5d9c6744fe,1214024.0
259b521da3,394411.0
f343b005cc,264445.0
5b94333831,552117.0
c3ad836e12,954429.0
cde306dbb9,161412.0
661d415ec9,492082.0
f10ffeb1ee,461741.0
6c621a0180,318699.0
3bbf241022,570568.0
ee4a63769e,766877.0
9c36b65aa4,421089.0
3be6143b58,1503108.0
b00012981e,959137.0
3f909cd810,300871.0
d74cddfd00,1136490.0
a38487f13d,236665.0
92b1735c63,563570.0
4bf332ab8e,294317.0
f08ebcd325,522767.0
b058cbe32e,538019.0
b20651d001,308305.0
660e951e1c,564442.0
57d6b9a2ee,170721.0
de3c689e87,406087.0
9009e8ab0c,563123.0
93075a5ce2,608846.0
1c6a8259fa,1050068.0
b8b3e91ae4,452586.0
b5b67c7415,374626.0
d94cd7029c,1295467.0
2d50c45a9a,690769.0
81e7f70d61,853288.0
b9fb3b2f94,167634.0
8feb829afe,310927.0
584955744e,788162.0
b258a3b62a,727308.0
f56dcf0614,5632709.0
f775f56a81,213450.0
79753ed02f,422891.0
685940570a,656139.0
df96af49b2,529594.0
3beed50129,316812.0
0ca6c79035,704309.0
2a1db1df43,606973.0
b4648b735d,592032.0
8858ee10b5,576173.0
432ff6eba5,455872.0
5c47182d95,211185.0
57177e27af,234991.0
e766a9a5f6,738172.0
3436035675,334814.0
2200a5991e,151969.0
5357907917,424982.0
a21fb7de02,451313.0
3402c75638,1329277.0
9cab575bff,326833.0
858c73e9de,6124176.0
87ee38e352,429540.0
ca9052cb8b,208414.0
4600b99453,587140.0
f1ee2816d2,526725.0
ab934ee057,9868639.0
b4a735c555,1204497.0
638dfca6b3,1538080.0
0717918905,458740.0
d4cf6d7e85,1306054.0
8ff3be1fd2,306872.0
a9a3fa3dfd,1310821.0
7f6d7bb839,503680.0
30dccf4fba,460675.0
d969a07bfe,2526975.0
9bbeba4d78,1724268.0
0f7e944e65,1820864.0
ccedff8b0b,1662676.0
13c80eb5d1,370617.0
58b22ebbae,821157.0
61992924da,262499.0
94b584ee70,660442.0
cfab2a6a5c,320148.0
fef10b3b34,695186.0
82755d94bd,745550.0
66b1ba456e,221909.0
a4ef7feed1,957217.0
e1db255117,1922821.0
f4e359a1e8,435861.0
17af0cd732,1159018.0
3f5157b17a,258722.0
464ca4fc75,1819039.0
ae266dfad9,629318.0
98af16daed,191232.0
c1c9337757,186714.0
